Hotel Name,Review
The Royal Sonesta Chicago River North,Exceptional We selected this hotel primarily for its location in Chicago - River north. The room was spacious and the hotel was elegant. Nothing
Aloft Chicago Downtown River North,Really nice stay at Aloft I liked that the place was clean and well-kept from the main lobby through the hallways and finally the room. The room was nice and spacious as well. nothing negative comes to mind.
Aloft Chicago Downtown River North,It was great & my scenery from the corner room.. I would come back Just clean & beautiful Nothing at all
Aloft Chicago Downtown River North,"Great hotel in a good location Great location, good sized rooms and good staff! It can be loud in the rooms but ear plugs are available."
Aloft Chicago Downtown River North,Clean tidy very accommodating Great
Aloft Chicago Downtown River North,Exceptional Centrally located to shops and restaurants The decor
Aloft Chicago Downtown River North,Wonderful Parking
Aloft Chicago Downtown River North,LaSalle's Comfiest Customer Service was impeccable
Aloft Chicago Downtown River North,Wonderful Hotel was very clean and was in a Great location to restaurants
Aloft Chicago Downtown River North,"Happy to consider Aloft in the future Room: Excellent, Location: Terrific, Bed: Quite comfortable Poor TV options"
Aloft Chicago Downtown River North,Amazing! The front desk staff N/A
Trump International Hotel & Tower Chicago,Exceptional Very clean
Trump International Hotel & Tower Chicago,"Exceptional Amazing views, great staff"
Trump International Hotel & Tower Chicago,"Hotel, staff, facilities and location were just superb Everything was just amazing Nothing"
Trump International Hotel & Tower Chicago,We were there for our anniversary and I’d like to go back Super attentive staff…extra unexpected perks like Champaign as we waited to check in and phenomenal views. The restaurant Terrace 16 was outstanding. The pool/spa were exceptional. No complaints.
Trump International Hotel & Tower Chicago,Wonderful The breakfast was in an amazing space and the staff made us feel welcome. Worth the price and would eat there again.
Trump International Hotel & Tower Chicago,Great view and suite Very nice room and suite. The view was fantastic. Amazing sunshine.
Trump International Hotel & Tower Chicago,If I have ever experienced perfection on a trip this was it It was so nice everything was nice 0
Trump International Hotel & Tower Chicago,Exceptional The location was perfect and the room has a fantastic view over the city.
Trump International Hotel & Tower Chicago,"Luxurious accommodations with the best location in Chicago Luxurious accommodations, staff was welcoming and always very helpful. The views are breathtaking, from any angle and the location couldn’t be anymore convenient to everything!! We would have liked more options for a quick breakfast. The breakfast we did have from Terrace 16 was just average at best, and was expensive. We did do dinner there too it was very good and of course views of the gorgeous night skyline were a bonus!!!"
Trump International Hotel & Tower Chicago,A really enjoyable stay and enjoyed watching the English premiership on telly. Iconic hotel in a great location. Lobby was extremely small for size of hotel
Aloft Chicago Mag Mile,"Great hotel in a great location. Comp tea/coffee is a nice touch Location, facilities and staff Nothing"
Aloft Chicago Mag Mile,"It was ok beside being misled by advertising The hotel had a very nice lobby I paid for a city view, the pictures didn’t match the way the room was showed on the website. I was looking at a building that was blocking the view, I spoke with the manager and he stated that was the best room because it was on the 18h floor. I felt misled with the advertisement and wasn’t pleased at all."
Aloft Chicago Mag Mile,The hotel was clean and quiet. It was conveniently locatedas well The property was in a prime location. Close to everything we wanted to do downtown. The only issue was the parking. The hotel has no parking. You have to park at one of the garages in the area and it’s quite expensive.
Aloft Chicago Mag Mile,"Wonderful Great location, cool vibe, parking structure close."
Aloft Chicago Mag Mile,Chicago mag mile The reception and bar area was a very sociable space. The gym was well equipped.
Aloft Chicago Mag Mile,"Cozy beds, cleanliness, friendly and helpful staff. Very good WiFi. Free wake up coffee and tea. Spacious room, comfortable beds, cleanliness, friendly and helpful staff. Close to all attractions. WiFi was very good. We loved complimentary coffee and tea. n/a"
Aloft Chicago Mag Mile,Wonderful Room was comfortable and facilities good -
Aloft Chicago Mag Mile,"Wonderful Nice lounge, room was okay The view, room was next to the elevator could hear everyone coming and going. Sleep disrupted several times."
Aloft Chicago Mag Mile,Good Location Shower is super slippery. Bed not super comfortable but ok.
Aloft Chicago Mag Mile,"Clean facility, convention location in the middle of downtown, everything is in walking distance! In the middle of downtown, everything was in walking distance! Bathroom doors had no locks"
Hyatt House Chicago West Loop-Fulton Market,Well located and large room Huge room. Liked the division between the beds - made it a bit more private. Breakfast included is a plus. Location is ideal for West Loop and walking to close restaurants and bars. Good service There was a missing divider between the bathroom and bedroom and I stepped on nails multiple times 😬
Hyatt House Chicago West Loop-Fulton Market,"Comfortable room, great location, nice staff. Location very good!
Bed cozy & comfortable.
Liked size of room & great sitting area & kitchen.
Breakfast mediocre at best. Sausage patties & links dried out, eggs not hot, muffins, breads awful, fruit salad ok. An omelet bar would be good - fresh food. Very disappointing breakfast.
Pancakes, French toast dried up
Cold scrambled eggs, dried hard sausages.
Bacon would have been nice alternating with sausages."
Hyatt House Chicago West Loop-Fulton Market,"An enjoyable visit to explore Chicago and watch the marsthon Well situated hotel close to transport to the loop, quiet at night, with a very comfortable bed and useful kitchenette. The room had a pleasant view. We found several excellent restaurants near by. Inclusive breakfast was a plus but not kept well stocked given the flow of people - ran out of cutlery, coffee , yoghurt at various points. Felt like they needed another person on duty given how many were staying there for marathon weekend"
Hyatt House Chicago West Loop-Fulton Market,"Wonderful Clean, great amenities, lovely staff, baggage holding. Not applicable"
Hyatt House Chicago West Loop-Fulton Market,Very pleasant Nice staff. Good location. Nice room.
Hyatt House Chicago West Loop-Fulton Market,"Amazing location and rooms! Loved everything about our stay!
The room, the kitchenette/lounge suite and bathroom were very spacious! Even loved the mini/partial divider wall between the beds. The food choices at breakfast were really nice, as well. Staff was super friendly! We will DEFINITELY return here!"
Hyatt House Chicago West Loop-Fulton Market,"Loved the hotel. Hated the parking situation. Pontea Lewis, the front desk manager, was very helpful with our issue with parking. All of the staff was very helpful and freindly. The parking situation was really bad. They only have 20 parking spots in the garage for a 200 room hotel. I could not find parking spaces available near the hotel. I ended up feeding a meter outside the hotel until the front desk manager helped us find one in the garage at 10:30 at night."
Hyatt House Chicago West Loop-Fulton Market,Comfortable stay Location Breakfast was limited on Saturday
Hyatt House Chicago West Loop-Fulton Market,"Excellent Stay in the Windy City Staff was friendly and helpful. Location was excellent with lots of resturants and shops around. Plus it was an easy 20 minute walk to the United Center. Not much parking on site(parking garages were close and cheaper though), fridge in the suite was small and not as cold as it could be."
Hyatt House Chicago West Loop-Fulton Market,"Wonderful Good location. Easy to get to and was able to find parking around the hotel. Walking distance to bars and restaurants. Quiet area. Just a little bit pricey.

Check in at 3. Room wasn't ready yet when we arrived at 3. Maybe half an hour extra wait."
"THE MIDLAND HOTEL, Chicago, a Tribute Portfolio Hotel",Very Good Chris was awesome and chad
"THE MIDLAND HOTEL, Chicago, a Tribute Portfolio Hotel",Friendly staff Good room. Nice lounge Bathroom privacy was fair
"THE MIDLAND HOTEL, Chicago, a Tribute Portfolio Hotel",Wonderful hotel to have a weekend getaway A very stylish lobby and bar
"THE MIDLAND HOTEL, Chicago, a Tribute Portfolio Hotel","Nice Great location There was a private / type party in the lobby bar.
We were looking forward to a drink at the bar with our fiends who stayed at the hotel.
NO room for us and super loud."
"THE MIDLAND HOTEL, Chicago, a Tribute Portfolio Hotel","Very Good The rooms were spacious and nice, staff was friendly and helpful. Free coffee in the morning was a nice perk. They left me keep my luggage there before my flight which was nice and everyone there was super friendly Room service fees were expensive, shower water entered bathroom because of design"
"THE MIDLAND HOTEL, Chicago, a Tribute Portfolio Hotel",Very helpful ladies at reception Convenient location. Subway nearby to everything . Walk to everything Rooms are dark and underilluminated.
"THE MIDLAND HOTEL, Chicago, a Tribute Portfolio Hotel","Really lovely stay, in a great location. No tea/coffee in room but kindly provided when requested. They provide this in the morning in the lobby. Beautiful selection of teas. Staff very courteous and helpful. Lovely decor and ambience of hotel. Walking past the massive air con units to our room, a bit chilly. Air con does generally seem to be set to an excessively low temperature in America, so you are boiling outside and freezing inside!"
"THE MIDLAND HOTEL, Chicago, a Tribute Portfolio Hotel","Great hotel in my favorite big city. The staff was excellent—friendly and helpful. The location is ideal, walkable to a lot of great sites in the city. The bar in the lobby is a lot of fun for having a drink or just hanging out. I loved the room. You pay a lot for a hotel this nice, so it's not cheap."
"THE MIDLAND HOTEL, Chicago, a Tribute Portfolio Hotel","Very good Good location, clean and comfortable room Sometimes noisy"
"THE MIDLAND HOTEL, Chicago, a Tribute Portfolio Hotel","Great sleep, with some sticky spots. The bed was perfect! Super soft sheets, non-spring mattress. I slept so well.
The decor and room arrangement was very appealing! The bathroom was HUGE - but empty.. Really could've used a ledge or a small table next to the toilet. (somewhere to put my phone down during toilet-paper time).
The head/shade on the desk lamp was ridiculously sticky for some reason. And the mini-fridge had dried-up spills in it.
Also, took a long time to call an elevator - even with 4 main cars, and a service car running."
Hyatt Regency Chicago,"Our stay was great.the hotel was clean staff were friendly and the location was perfect Clean, convenient and fun NA"
Hyatt Regency Chicago,Exceptional Everything was nice and clean
Hyatt Regency Chicago,"Wonderful Location, location, location!"
Hyatt Regency Chicago,Comfortable but very busy hotel Room was very comfortable. Room service knocked the door 8am some of the days despite the fact that the do not disturb sign was on the door handle.
Hyatt Regency Chicago,Great location Fantastic location
Hyatt Regency Chicago,It was ideal for my trip Location Breakfast
Hyatt Regency Chicago,Exceptional The hotel accommodated us with our check-in. We arrived at 9:30 am and they let us check into our room no extra charge. The hotel is in an excellent hotel for tourists who don’t want to rent a car or pay for rides because there was so much to do in the area.
Hyatt Regency Chicago,"Exceptional Our view was lovely furniture was nice and clean lots food inside hotel Had to pay extra check in early and had to pay to Valet park price was bit high.
Pillows were bit stiff for our taste"
Hyatt Regency Chicago,Exceptional Everything No pool
Hyatt Regency Chicago,"It’s okay except locating parking garage suck! Good location Poor direction when self parking , once you
made payment with QR code , your receipt does not tell you which garage , this make self park experience stress ful."
Fairfield Inn and Suites Chicago Downtown-River North,"Excellent staff, location, and accommodations! Breakfast - is ok. Room, service, and the exercise facility were all excellent. Location was excellent. The breakfast staff were 10/10. The standard warm eggs, sausages, etc were a 6/10, no waffle maker or pancake maker - which I really missed and kids enjoy -so that was a loss for me. Fresh fruit was good. Overall acceptable. Maybe A total 7/10 rating. The hotel is no nice and convenient that the breakfast just being ok is still 100% worth it."
Fairfield Inn and Suites Chicago Downtown-River North,"Great location, great value, great attention. Location is perfect, close to the main tourist attractions. Javier and Fannie attention is wonderful, always ready to help. Hotel is located in across the street of the fire department, so may be a little bit noisy, nothing extreme."
Fairfield Inn and Suites Chicago Downtown-River North,Good location. Location. Breakfast.
Fairfield Inn and Suites Chicago Downtown-River North,"Very Good The location is pretty good. Right in front of the fire department, but was still silent. The breakfast could be a little better, but there were fruit options, pastry, dairy…"
Fairfield Inn and Suites Chicago Downtown-River North,"Decent Facility was clean, room was a little cramped for a family of 5 but it all worked out. Wish the walls were more soundproof. The only thing that made my stay bad was the parking situation—when checking in, the front desk staff didn’t properly explain to us about handing in our parking ticket to be validated for unlimited in/out access, so we ended up having to pay ~$100 for a night stay of parking. Very frustrating. The front desk staff on the next shift properly explained to us, she was a Black young lady and she was patient, kind, and gave us some snacks on the house so that made our frustration go down a little."
Fairfield Inn and Suites Chicago Downtown-River North,Wonderful Great customer service. Especiali Javier is a great guy.
Fairfield Inn and Suites Chicago Downtown-River North,"Highly recommend! I hope you get to meet these two from the breakfast staff. Great location! We especially have fond memories of Fanny and Javier—they always entertained us during breakfast! A good location in Downtown comes with the challenge of parking and unloading luggage, especially on Friday and Saturday evenings."
Fairfield Inn and Suites Chicago Downtown-River North,"Good Location Elevators were not working for an extended time, over two days."
Fairfield Inn and Suites Chicago Downtown-River North,Have stayed at same hotel multiple times and it continues to meet our expectations. Great location. Ideal location of hotel. Comfortable bed and room. Convenient breakfast included. All good
Fairfield Inn and Suites Chicago Downtown-River North,Very Good Location. Very helpful and friendly staff. Not sustainable. Everything at breakfast was disposable.
Level Chicago Fulton Market,"Fine corporate apartment type stay Apartment style stay Difficult check in procedure, no live tv"
Level Chicago Fulton Market,Best hotel stay ever. Cleanliness of the hotel. The special accommodations! They also let me stay in the hotel until our flight later that night! Held our bags while we explored the rest of Chicago. This will always be my place of choice. Couldn’t find beverages or vending machine.
Level Chicago Fulton Market,"Great location, clean, safe! Location, safety Studio was a bit tight."
Level Chicago Fulton Market,"More than a hotel. More like a condo (probably long term intent) than a hotel. Kitchenette, roomy (relative to a hotel room). Not best location if doing a lot of walking, but returned from dinner after 9:00 with no issues."
Level Chicago Fulton Market,Wonderful No breakfast 🥹
Level Chicago Fulton Market,Excellent accomadation Excellent amenities Price was a lil high
Level Chicago Fulton Market,Great building with the best amenities Building amenities were fantastic. Reception was very helpful with anything we needed. Parking was absurdly expensive ($68 a day).
Level Chicago Fulton Market,Worth staying again . Clean environment nice staff clean facilities very nice ! No indoor pool but it’s worth the stay still .
Level Chicago Fulton Market,"More Than Expected! The location was phenomenal! In the heart of Fulton Market with easy access to restaurants, grocery stores, coffee shops, etc. The traffic getting there, but that's Chicago."
Level Chicago Fulton Market,Exceptional I loved Level from the moment I got there. Everything was great!! The long background check process had some hiccups.
voco Chicago Downtown - Riverwalk by IHG,We enjoyed our stay. Kevin was great! Colorful and very inviting
voco Chicago Downtown - Riverwalk by IHG,"Ok but we did not get what we booked. Clean rooms Have to take 2 elevators each way because the reception is in the 15th floor. Booked rooms with 2 Queen beds, got rooms with only one King bed and front desk person insisted on gaslighting us saying that we did not book 2 beds even after we showed him the reservation details. He said it was a Booking.com error, avoiding responsibility. He even said that they didn’t have Queen rooms but the following night they did give us one ! Ridiculous attitude."
voco Chicago Downtown - Riverwalk by IHG,Would come back in a hurry Kevin on front desk is amazing The access to the hotel could be easier from reception to the rooms
voco Chicago Downtown - Riverwalk by IHG,Chicago was fun and we will visit again Location and city views Lots of waiting for elevator
voco Chicago Downtown - Riverwalk by IHG,"Next time we’re in Chicago, we’ll be sure to book here again! The property was very easy to get to and navigate! The elevators would be confusing at times."
voco Chicago Downtown - Riverwalk by IHG,"Very Good Nice property. Two elevators to get to rooms, however, it was a very nice hotel. We had a good time."
voco Chicago Downtown - Riverwalk by IHG,"Great accommodations and great location Loved the roomy, lobby and view They can't change this but it was a little inconvenient to go from parking garage to building entrance to elevator to 16th floor where you finally get to the lobby. That said, the hotel was beautiful and a great stay."
voco Chicago Downtown - Riverwalk by IHG,"We had a quick overnight stay that was perfectly acceptable The property was clean and comfortable. The lobby restaurant bar and common areas had no air-conditioning. Very uncomfortable to stand and wait or to enjoy breakfast. The rooms however, had air and we’re just fine."
voco Chicago Downtown - Riverwalk by IHG,"Staff wonderful, view fantastic, location excellent, rooms clean. Location, 24/7 store , amenities, Not enough gym equipment"
voco Chicago Downtown - Riverwalk by IHG,"Good The location, the cleanliness and the view from the room THE STAFF WERE SO RUDE!! The older black lady with glasses was rude in multiple occasions to me and my friends. She was not helpful or happy to be there she didn’t smile and had an attitude. I even complimented her and she ignored me.

We also requested the bellhop thing for our bags as we had excessive luggage. She said we’ll go get it after she said she was send it up.

It’s ok if they couldn’t send it but no need to be rude"
Hyatt Centric The Loop Chicago,"Thanksgiving 2025 was incredible, a large part because of this hotel. First off, the location could not have been better. A quick walk from our parking garage and close to the train stations and walking distance to other locations. Second, the staff were great, easy check in and cleaning staff did a good job at keeping the room clean. Third, the view from our 10th floor room was incredible. It was truly something that added to this great trip. Fourth, I was able to lock in a good price. Fifth, I loved the access to The Corner, a 3rd floor community room offering free snacks and drinks. Sixth, it was only 2 blocks away from the Thanksgiving Parade, so making it the perfect place to stay for our Thanksgiving trip. There wasn't anything about our stay or about the hotel that I did not like. I would have liked to eat at the hotel restaurant located in/near the lobby but due to the price, we were not able to. I realize that the restaurant itself sets its own prices and the Hyatt hotel company have no control over that. So, I do not hold that against them."
Hyatt Centric The Loop Chicago,"Wonderful The hotel was awesome! Great location and the views of downtown was good IF you are on a high floor. I didn't like one of the check-in ladies who was being a smarty about me moving to a higher floor the next day of our trip when I was told that we would be able to move. I wish I had gotten her name! Everyone else besides her, customer service was a 10! We did eventually get moved with another check-in lady!"
Hyatt Centric The Loop Chicago,"Love the location of this hotel & the staff was very helpful & friendly! The location was central to everything Location, location, location! Friendly & helpful staff!! Room was comfortable & clean. N/A"
Hyatt Centric The Loop Chicago,"Great hotel: excellent, comfortable room and super location. Would return and recommend. We were lucky to have a fantastic corner room, it was huge and so comfortable. The staff were lovely and easy going, and having the complimentary tea and coffee on 3rd floor until the evening was a bonus when we fancied an extra cup of tea. We would highly recommend it! Somewhere to fill water would be good, although staff were kind enough to provide some water bottles when asked."
Hyatt Centric The Loop Chicago,Great! And will be back. Great location. Comfy bed. Spacious room. Loved it! The wait for the elevator…and this is me being picky.
Hyatt Centric The Loop Chicago,Wonderful the location the staff & the quick responses & how hot the shower was along with the water pressure the bed and pillows were too soft my back hurts
Hyatt Centric The Loop Chicago,"Would stay here again, safe, clean, friendly staff. Great place! Great location, clean rooms, staff was very friendly and accommodating. Restaurant in hotel was delicious but I had called ahead of time and was told the rooftop would be open and it wasn’t which was the main reason I booked this hotel however it was still a good place to stay and rooftop or not I loved it. Parking is too pricey at hotel but you can park a block or two away for a fraction of the cost so it wasn’t a big deal to me. I had a young child with me and I would say it was very good for him and the staff was always so nice to him. Safe location to be in and I felt very comfortable. Would absolutely stay here again! Cheaper parking for guests
More clarification on rooftop availability"
Hyatt Centric The Loop Chicago,"Wonderful location, bed, very nice modern room please start providing glasses and real coffee cups in rooms. The pandemic is over and this is an amenity that should not be overlooked. Very unpleasant to have a cup of tea or glass of water in a paper/plastic cup."
Hyatt Centric The Loop Chicago,"Overpriced but central location Location Paying over $3,000 for my room and the hotel charging $25 to check in an hour early. Even though the room was ready."
Hyatt Centric The Loop Chicago,Exceptional Staff were excellent including housekeeping N/A
Sofitel Chicago Magnificent Mile,"Generally ok. Location excellent. Modern and clean with generally great staff. It was old and showing its age. In my room the desk chair was broken and had to be replaced, a recessed light fixture was falling out of the ceiling. And the bathroom mirror was cracked"
Sofitel Chicago Magnificent Mile,Why spend twice as much at The Peninsula when you could stay at The Sofitel? This is our go-to hotel in Chicago. We love everything about it. Stayed here maybe 20 times.
Sofitel Chicago Magnificent Mile,"Love the location, always clean with friendly helpful staff Love the location The front desk seemed short staffed at prime check in time"
Sofitel Chicago Magnificent Mile,This is our second time at this hotel and we’d be back again. Everything. The coffee at hotel lobby is thoughtful. Bedding is excellent. I wish they give more water in the room. And there should be an electric kettle.
Sofitel Chicago Magnificent Mile,"Very Good Very comfortable bedrooms, good location! Veery friendly staff! Very small and limited gym for a 5 stars hotel. Breakfast is a la cart and with limited choices."
Sofitel Chicago Magnificent Mile,"Great stay A really nice classic hotel with great rooms and bathrooms. In a superb location, close to everything you need. I would stay here again on future trips. For a 5 star hotel they could have done something for the marathon runners and families, that so many others were doing like transport/breakfast (even if just a bagel)/supporters assistance to name a few. It really could have been just a small touch and it would have gone a long way especially considering that so many of the major hotels do this for the weekend. There are 5 elevators and only 2 work, they could improve that for the guests."
Sofitel Chicago Magnificent Mile,The staff was lovely and wonderful. The location is perfect as you’re steps away from the magnificent mile and a mile from Millennium Park. The rooms are small as you would expect in a big city.
Sofitel Chicago Magnificent Mile,Amazing location Highly recommend and worth every penny! Beautiful hotel in the downtown magnificent mile of Chicago area with wonderful staff !
Sofitel Chicago Magnificent Mile,One night stay in central location. Close to every thing we wanted including a cracking restaurant Comfy room and beds
Sofitel Chicago Magnificent Mile,"Great stay, beautiful and comfortable room. Breakfast was great too. The staff were very helpful and made us feel welcomed."
Courtyard Chicago Downtown/Magnificent Mile,"Overall a good place to stay. On booking in, Jake on reception and through our stay was very helpful as were all the reception staff. Internal bar was functional not friendly."
Courtyard Chicago Downtown/Magnificent Mile,"Happy customer overall, would stay again. Perfect location in the Magnificent Mile, right in the middle of everything."
Courtyard Chicago Downtown/Magnificent Mile,"I enjoy the location very much, and truly appreciate the friendly staff. Location
Friendly staff
Cleanliness
Convenience Noise level (traffic and sirens)
First time staying in May and it was wonderful
This time, sleep was disrupted every hour
Pillows were flat"
Courtyard Chicago Downtown/Magnificent Mile,Very Good Location and a satisfying experience
Courtyard Chicago Downtown/Magnificent Mile,Wonderful Location Parking
Courtyard Chicago Downtown/Magnificent Mile,"All in all, a very good stay. Front desk staff was friendly. The room was clean. The location was ideal -- very close to shopping and restaurants. Our view was horrible. I requested a very high floor, which we did not get, and our view was looking directly at the Riu Hotel. I was very disappointed with that."
Courtyard Chicago Downtown/Magnificent Mile,Very Good Location
Courtyard Chicago Downtown/Magnificent Mile,Wonderful Great area Bed was very uncomfortable and why are there no microwaves in the room for as much as it cost
Courtyard Chicago Downtown/Magnificent Mile,"Wonderful Really well located, and well take care of!"
Courtyard Chicago Downtown/Magnificent Mile,stay was great and comfortable that it was downtown and everything we wanted to do was 10 min or less away that parking cost $65 a night
Hampton Inn Chicago West Loop Fulton Market Area,I was great thank you so much Beautiful and clean Nothing!
Hampton Inn Chicago West Loop Fulton Market Area,Exceptional The location and the staff was amazing Nothing everything was A1
Hampton Inn Chicago West Loop Fulton Market Area,Wonderful breakfast was good. everything was good
Hampton Inn Chicago West Loop Fulton Market Area,Exceptional Property was well organized and very clean Price of parking
Hampton Inn Chicago West Loop Fulton Market Area,"Very Good Location, breakfast, staff, facilities"
Hampton Inn Chicago West Loop Fulton Market Area,Exceptional It was clean and staff was friendly. It was also in a good location. Not enough parking spots. The lot filled up and we couldn’t leave for fear of having to pay parking again at another lot
Hampton Inn Chicago West Loop Fulton Market Area,"Would definitely make this my home hotel when I come to visit my daughter Clean, close to areas I visited ,staff very friendly and a great breakfast I did not dislike anything. It would’ve been nice to have a microwave in the rooms and the cleaning staff on the floors could have been more quiet. They talked very loud early in the morning on the phone or to each other which I find to be disruptive to the guest, not limited to this hotel it seems to be a problem with hotels I stayed at lately, especially if you want to sleep in at least until 9 AM!"
Hampton Inn Chicago West Loop Fulton Market Area,Everything was nice Closer to train station The roof
Hampton Inn Chicago West Loop Fulton Market Area,"Clean facilities and a great location. Great location near excellent restaurants on Randolph. Clean, decent sized room with comfortable bed. Expensive parking, so reserved parking on my own for less from a nearby structure."
Hampton Inn Chicago West Loop Fulton Market Area,"Great area. Staff friendly. Clean Great location in the FultonMarket District. Breakfast morning one was great. They had two waffle makers to use and two breakfast meat choices, ceramic plates and glass glasses. Morning two and three no waffle makers one meat choices and paper plates and plastic cups."
Level Chicago - Old Town,"12/10 The apartment was fantastic - gym, spa, location - all is great! NA"
Level Chicago - Old Town,Wonderful The amenities were great. The heated pool and steam room were a favorite for my friends and I. The balcony had great views.
Level Chicago - Old Town,"We all felt very happy with our choice of staying there. We will definitely be back! I loved location, service was friendly and fast, facilities were very nice."
Level Chicago - Old Town,"Great views and a lovely place and location is a quick cheap uber ride to all of the great places in Chicago Great location, lots of amenities, clean, comfortable and quiet We did have to request some items that seemed like they should be stocked
A sharp knive
Wine opener
Washcloths
However a quick call to the front desk and they were at our door within minutes."
Level Chicago - Old Town,"Amazing stay, loved it! Amazing windows. Great location, out of the loop. Clean and tidy. Amazing staff!! 10/10"
Level Chicago - Old Town,Exceptional Everything It could have been a bigger living room
Level Chicago - Old Town,"Super spacious peaceful family friendly accommodation with a view and outdoor pool. Super location in Old Town,very near shops,restaurants,bars and even has an Aldi on the corner of the building for drinks/snacks.The one bedroom suite is lovely and bright with an open plan kitchen/living area,one separate bedroom,one separate full bathroom with bath/shower,plus an in-suite washer and dryer which was great to wash our travelling clothes once we got there.The amenities are fab,outdoor pool,gym,sauna,steam room,outdoor basketball court,outdoor barbeque area where you can cook your own meats and eat outside.Walkable to Oak Street Beach.Staff were lovely and accommodating,plenty of detergent,dishwasher tabs,loo roll-all we needed for a lovely relaxing peaceful break.Eric and Daniel on front desk so helpful,allowed for baggage storage and use of pool before check in,even provided towels for pool while we waited on our room.Super service. Earlier check in would be great,bit of a wait for 4pm especially if you arrive early and just want to shower and change and get into your room."
Level Chicago - Old Town,"Highly recommended, we will stay there on our next visit! The property is beautiful with many amenities, loved the many activity options within the building! Loved it all"
Level Chicago - Old Town,"Great accommodation - would 100% recommend Loved the location and the facilities. We loved staying here, the pool and basket ball court and the BBQ areas were really great and often totally empty. The staff were really helpful and the apartment was clean comfortable. I would 100% recommend and would return here. Only a few things that could help others staying. The sofa bedding was not available when we arrived even though we had put it on the booking notes and when we asked for it we were provided with 1 pillow but we have 2 kids. We didn’t know whether the room would be cleaned during our stay, we asked for new towels on day 4 and then we got a knock on the door day 6 to ask if we wanted the room cleaning which we did and great to have the bedding changed but had to rush around to go out to the pool. We also had to ask about where to take the bins as they needed to be emptied. Providing info on arrival would have made it more straightforward. The washing machine needs servicing as it left black marks on our clothing."
Level Chicago - Old Town,Fantastic Location and amenities are fantastic for family No parking
Hyatt Centric Chicago Magnificent Mile,"Good Great location, clean and modern. Toilets sound like jet engines when flushed. You could hear everything through the walls. We even smelled perfume coming into our room from adjoining room. Had to get a box fan just to sleep. Lighting was horrible couldn’t even see to put on makeup. Would not stay here again."
Hyatt Centric Chicago Magnificent Mile,Probably will not stay again. The location. Pricey for the value. Check-in was delayed until 4 as room was being cleaned. Check in time on website is 3. The address on the website is 633 St Clair but entrance is not on St Clair but 1 block up and around the corner on Huron. Parking is very pricey. We paid $30 less at another parking facility.
Hyatt Centric Chicago Magnificent Mile,"The stay was nice and comfy, it will be better once the construction is complete Cleanliness Some of the staff weren’t welcoming"
Hyatt Centric Chicago Magnificent Mile,Good The shower it doesn't have a lot of power
Hyatt Centric Chicago Magnificent Mile,"Had a good experience overall Great staff, good view Room was stuffy and a/c wouldn’t kick on. Called and see about upgrading and would pay the difference. Was told there was none available to due so"
Hyatt Centric Chicago Magnificent Mile,"Great Stay!!! Awesome staff! Very friendly and polite! They were also willing to help us with anything we needed. They gave us complimentary waters, a $15 voucher to use at their indoor restaurant, and housekeeping was nice and professional. The room was stunning and very clean. We got one of their newly renovated rooms and it was way better than what we initially expected. The bathroom had a huge mirror with lighting, it was great for getting ready and doing our makeup and hair. The hotel was in a good location, a lot of our activities could be reached just by simply walking. If we were unable to walk to a destination, then we took uber and the prices for the uber were reasonable. Valet and bellhop were also friendly and polite! They did good a job with helping us with our luggage and car. You are able to come and go as many times as you’d like with your car, and there is not an extra fee for leaving and reparking with the valet. The Amenities were great as well. They had a fitness center, pool, and area for laundry. The lobby was nice, aesthetically pleasing and clean. Lastly, it was just an overall great experience! This hotel exceeded my expectations, the pictures on booking.com really do not do this hotel any justice! N/A"
Hyatt Centric Chicago Magnificent Mile,Wonderful The staff was friendly and helpful. The beds were so comfortable!
Hyatt Centric Chicago Magnificent Mile,"Beds were the best! Pillows, bedding perfection! Beds and bedding . Clean. Nice staff. Super close to hospital can be plus or minus. Sirens can be heard but through the night it was quiet. Never heard neighboring rooms or hallway noise. Tons of things to walk to. Restaurants, shopping…. I wish shower had removable head / hose."
Hyatt Centric Chicago Magnificent Mile,We enjoyed it and will be back next year It had a great whirlpool and the workout room open 24/7 very good location to Walk to everything The room service was over priced and the restaurant didn’t have a big selection of food and was overly priced
Hyatt Centric Chicago Magnificent Mile,The valet parking is too long of a wait Parking
DoubleTree by Hilton Chicago Magnificent Mile,Wonderful Very accessible to the store near by. Nothing
DoubleTree by Hilton Chicago Magnificent Mile,"Enjoyed it Good , staff lovely"
DoubleTree by Hilton Chicago Magnificent Mile,"Nice property. Very well located. Great location, helpful staff. Comfortable room. Very expensive, probably because the city was hosting the Chicago marathon."
DoubleTree by Hilton Chicago Magnificent Mile,"Wonderful Downtown location
The pool
Rich breakfast
Spacious rooms"
DoubleTree by Hilton Chicago Magnificent Mile,"Love the Doubletree I love the location. My family have been staying here for about 20 yrs. Always comfortable. Friendly staff. You have the best cookies around! Whenever I am in downtown, I will stop in and grab a tin of cookies. This is the first time I found the room lacking. The floor lamp base was extremely dusty, and the wall surrounding it. The toilet is too low. It felt like I was falling. I am 55 yrs old and sometimes my balance isn't the best. This low tiolet was not comfortable. Even my niece said it was too low."
